@relation 'features-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5'

@attribute x numeric
@attribute y numeric
@attribute d numeric
@attribute ang numeric
@attribute class numeric

@data
58,125,63,-89,1
59,62,4,90,1
59,66,45,90,1
59,111,48,-88,1
60,63,3,90,1
60,66,1,90,1
60,67,44,90,1
60,111,16,90,1
60,127,72,-89,1
61,55,55,90,1
61,110,102,-89,1
62,8,2,90,1
62,10,45,90,1
62,55,54,90,1
62,109,1,90,1
62,110,1,90,1
62,111,63,-89,1
63,48,1,90,1
63,49,6,90,1
63,55,1,90,1
63,56,52,90,1
63,108,2,90,1
63,110,29,90,1
63,139,114,-89,1
64,25,24,90,1
64,49,1,90,1
64,50,59,90,1
64,109,23,90,1
64,132,7,90,1
64,139,1,90,1
64,140,98,-89,1
65,42,44,90,1
65,86,2,90,1
65,88,43,90,1
65,131,1,90,1
65,132,1,90,1
65,133,6,90,1
65,139,120,-89,1
66,19,60,90,1
66,79,2,90,1
66,81,6,90,1
66,87,14,90,1
66,101,8,90,1
66,109,23,90,1
66,132,6,90,1
66,138,64,-89,1
67,74,6,90,1
67,80,28,90,1
67,108,1,90,1
67,109,8,90,1
67,117,30,90,1
67,147,81,-89,1
68,66,1,90,1
68,67,49,90,1
68,116,2,90,1
68,118,2,90,1
68,120,1,90,1
68,121,25,90,1
68,146,1,90,1
68,147,86,-89,1
69,61,5,90,1
69,66,54,90,1
69,120,2,90,1
69,122,1,-45,1
70,121,5,90,1
70,126,38,-88,1
71,88,55,90,1
71,143,90,-89,1
72,53,1,90,1
72,54,1,-45,1
73,53,48,90,1
73,101,26,90,1
73,127,79,-89,1
74,48,48,90,1
74,96,5,90,1
74,101,1,90,1
74,102,24,90,1
74,126,1,90,1
74,127,1,90,1
74,128,6,90,1
74,134,87,-89,1
75,47,36,90,1
75,83,2,90,1
75,85,7,90,1
75,92,15,90,1
75,107,18,90,1
75,125,2,90,1
75,127,6,90,1
75,133,1,90,1
75,134,1,90,1
75,135,95,-89,1
76,40,52,90,1
76,92,6,90,1
76,98,1,90,1
76,99,26,90,1
76,125,1,90,1
76,126,8,90,1
76,134,93,-89,1
77,41,50,90,1
77,91,1,90,1
77,92,7,90,1
77,99,13,90,1
77,112,1,90,1
77,113,11,90,1
77,124,1,90,1
77,125,91,-89,1
78,34,58,90,1
78,92,33,90,1
78,125,91,-89,1
79,34,1,90,1
79,35,29,90,1
79,64,35,90,1
79,99,16,90,1
79,115,58,-89,1
80,57,1,90,1
80,58,57,90,1
80,115,1,90,1
80,116,58,-89,1
81,58,1,90,1
81,59,81,90,1
81,140,88,-89,1
82,52,6,90,1
82,58,66,90,1
82,124,17,90,1
82,141,1,90,1
82,142,118,-89,1
83,24,2,90,1
83,26,93,90,1
83,119,2,90,1
83,121,2,90,1
83,123,1,90,1
83,124,17,90,1
83,141,2,90,1
83,143,119,-89,1
84,24,1,90,1
84,25,83,90,1
84,108,1,90,1
84,109,2,90,1
84,111,31,90,1
84,142,1,90,1
84,143,35,-88,1
85,108,2,90,1
85,110,1,90,1
85,111,15,90,1
85,126,1,90,1
85,127,120,-89,1
86,7,38,90,1
86,45,43,90,1
86,88,4,90,1
86,92,34,90,1
86,126,7,90,1
86,133,127,-89,1
87,6,1,90,1
87,7,70,90,1
87,77,2,90,1
87,79,3,90,1
87,82,1,90,1
87,83,10,90,1
87,93,88,-89,1
88,5,2,90,1
88,7,12,90,1
88,19,1,90,1
88,20,19,90,1
88,39,44,90,1
88,83,15,90,1
88,98,94,-89,1
89,4,2,90,1
89,6,14,90,1
89,20,18,90,1
89,38,1,90,1
89,39,54,90,1
89,93,5,90,1
89,98,1,90,1
89,99,95,-89,1
90,4,1,90,1
90,5,29,90,1
90,34,2,90,1
90,36,26,90,1
90,62,67,90,1
90,129,115,-89,1
92,14,41,90,1
92,55,81,90,1
92,136,122,-89,1
93,14,1,90,1
93,15,120,90,1
93,135,1,90,1
93,136,89,-89,1
94,47,22,-87,1
95,25,2,90,1
95,27,55,90,1
95,82,22,90,1
95,104,29,90,1
95,133,109,-89,1
96,24,2,90,1
96,26,1,90,1
96,27,23,90,1
96,50,36,90,1
96,86,1,90,1
96,87,17,90,1
96,104,1,90,1
96,105,3,90,1
96,108,1,90,1
96,109,85,-89,1
97,24,1,90,1
97,25,45,90,1
97,70,2,90,1
97,72,15,90,1
97,87,5,90,1
97,92,2,90,1
97,94,10,90,1
97,104,5,90,1
97,109,40,-88,1
98,69,1,90,1
98,70,1,90,1
98,71,22,90,1
98,93,9,90,1
98,102,1,90,1
98,103,35,-88,1
99,68,2,90,1
99,70,33,90,1
99,103,8,90,1
99,111,24,90,1
99,135,1,90,1
99,136,1,90,1
99,137,86,-89,1
100,51,84,90,1
100,135,2,90,1
100,137,85,-89,1
101,52,1,90,1
101,53,7,90,1
101,60,1,90,1
101,61,31,90,1
101,92,44,90,1
101,136,1,90,1
101,137,86,-89,1
102,51,1,90,1
102,52,8,90,1
102,60,48,90,1
102,108,75,-89,1
103,33,1,90,1
103,34,18,90,1
103,52,55,90,1
103,107,1,90,1
103,108,7,90,1
103,115,1,90,1
103,116,82,-89,1
104,34,18,90,1
104,52,1,90,1
104,53,56,90,1
104,109,1,90,1
104,110,5,90,1
104,115,5,-78,1
105,110,28,90,1
105,138,91,-89,1
106,47,1,90,1
106,48,1,90,1
106,49,1,90,1
106,50,3,-71,1
107,47,3,90,1
107,50,44,90,1
107,94,1,90,1
107,95,5,-78,1
108,90,1,90,1
108,91,4,90,1
108,95,63,-89,1
109,32,32,90,1
109,64,26,90,1
109,90,58,-89,1
110,32,1,90,1
110,33,28,90,1
110,61,3,90,1
110,64,1,90,1
110,65,25,90,1
110,90,60,-89,1
111,30,1,90,1
111,31,15,90,1
111,46,14,90,1
111,60,1,90,1
111,61,29,90,1
111,90,1,90,1
111,91,52,90,1
111,143,113,-89,1
112,30,16,90,1
112,46,1,90,1
112,47,64,90,1
112,111,1,90,1
112,112,14,90,1
112,126,114,-89,1
113,12,16,90,1
113,28,1,90,1
113,29,17,90,1
113,46,66,90,1
113,112,33,90,1
113,145,1,90,1
113,146,135,-89,1
114,11,1,90,1
114,12,17,90,1
114,29,84,90,1
114,113,15,90,1
114,128,1,90,1
114,129,17,90,1
114,146,134,-89,1
115,12,31,90,1
115,43,1,90,1
115,44,62,90,1
115,106,22,90,1
115,128,2,90,1
115,130,86,-89,1
116,44,62,90,1
116,106,1,90,1
116,107,30,-88,1
117,77,1,90,1
117,78,1,0,1
118,78,22,90,1
118,100,1,-45,1
119,99,1,90,1
119,100,8,-82,1
120,92,1,-45,1
121,91,1,90,1
121,92,28,90,1
121,120,113,-89,1
122,7,1,90,1
122,8,83,90,1
122,91,1,90,1
122,92,1,90,1
122,93,85,-89,1
123,8,82,90,1
123,90,1,90,1
123,91,2,90,1
123,93,75,-89,1
124,18,1,90,1
124,19,11,90,1
124,30,7,90,1
124,37,42,90,1
124,79,12,90,1
124,91,72,-89,1
125,19,11,90,1
125,30,49,90,1
125,79,1,90,1
125,80,50,-88,1
126,30,1,90,1
126,31,3,90,1
126,34,1,90,1
126,35,50,90,1
126,85,73,-89,1
127,12,1,90,1
127,13,22,90,1
127,35,4,90,1
127,39,19,90,1
127,58,28,90,1
127,86,74,-89,1
128,12,27,90,1
128,39,1,90,1
128,40,18,90,1
128,58,1,90,1
128,59,17,90,1
128,76,54,90,1
128,130,118,-89,1
130,12,25,90,1
130,37,28,90,1
130,65,1,90,1
130,66,1,90,1
130,67,56,-88,1
131,11,1,90,1
131,12,53,90,1
131,65,2,90,1
131,67,55,-88,1
132,12,13,90,1
132,25,20,90,1
132,45,79,90,1
132,124,1,90,1
132,125,25,-87,1
133,100,25,90,1
133,125,18,90,1
133,143,140,-89,1
134,3,96,90,1
134,99,96,-89,1
135,3,1,90,1
135,4,1,-45,1
136,3,11,90,1
136,14,105,90,1
136,119,106,-89,1
137,13,1,90,1
137,14,15,90,1
137,29,2,90,1
137,31,87,90,1
137,118,1,90,1
137,119,89,-89,1
138,30,1,90,1
138,31,86,90,1
138,117,2,90,1
138,119,1,90,1
138,120,16,90,1
138,136,77,-89,1
139,59,1,90,1
139,60,1,0,1
140,60,5,90,1
140,65,62,-89,1
141,3,31,90,1
141,34,2,90,1
141,36,33,-88,1
142,3,1,90,1
142,4,15,90,1
142,19,1,0,1
143,19,1,90,1
143,20,72,90,1
143,92,86,-89,1
144,6,13,90,1
144,19,3,71,1
145,22,1,0,1
146,22,1,90,1
146,23,70,90,1
146,93,71,-89,1
1,21,25,87,1
2,46,2,90,1
2,48,1,90,1
2,49,18,90,1
2,67,1,90,1
2,68,53,90,1
2,121,115,-89,1
3,6,1,90,1
3,7,40,90,1
3,47,2,90,1
3,49,18,90,1
3,67,50,90,1
3,117,115,-89,1
4,2,1,90,1
4,3,2,90,1
4,5,2,90,1
4,7,108,90,1
4,115,12,90,1
4,127,15,90,1
4,142,139,-89,1
5,3,123,90,1
5,126,15,90,1
5,141,1,90,1
5,142,140,-89,1
6,2,19,90,1
6,21,53,90,1
6,74,1,90,1
6,75,66,90,1
6,141,1,90,1
6,142,107,-89,1
7,35,1,90,1
7,36,39,90,1
7,75,21,90,1
7,96,8,90,1
7,104,1,90,1
7,105,36,90,1
7,141,2,90,1
7,143,141,-89,1
8,2,32,90,1
8,34,2,90,1
8,36,55,90,1
8,91,5,90,1
8,96,7,90,1
8,103,1,90,1
8,104,53,-88,1
9,51,2,90,1
9,53,22,90,1
9,75,10,90,1
9,85,2,90,1
9,87,29,90,1
9,116,1,90,1
9,117,28,90,1
9,145,1,90,1
9,146,71,-89,1
10,75,1,90,1
10,76,35,90,1
10,111,5,90,1
10,116,29,90,1
10,145,25,-87,1
11,120,73,-89,1
12,47,73,90,1
12,120,1,90,1
12,121,80,-89,1
13,41,107,89,1
14,148,87,-89,1
15,61,19,86,1
16,80,23,90,1
16,103,1,90,1
16,104,49,-88,1
17,55,20,90,1
17,75,1,90,1
17,76,4,90,1
17,80,1,90,1
17,81,23,90,1
17,104,6,90,1
17,110,21,90,1
17,131,1,90,1
17,132,56,-88,1
18,76,41,90,1
18,117,15,90,1
18,132,23,-87,1
19,109,8,90,1
19,117,1,90,1
19,118,19,90,1
19,137,20,-87,1
20,117,2,90,1
20,119,17,90,1
20,136,1,90,1
20,137,92,-89,1
21,45,73,90,1
21,118,1,90,1
21,119,19,90,1
21,138,98,-89,1
22,40,29,90,1
22,69,50,90,1
22,119,50,-88,1
23,69,1,90,1
23,70,3,90,1
23,73,36,-88,1
24,37,24,90,1
24,61,11,90,1
24,72,1,90,1
24,73,7,90,1
24,80,7,90,1
24,87,6,90,1
24,93,8,90,1
24,101,1,45,1
25,102,1,90,1
25,103,7,90,1
25,110,7,-81,1
26,103,7,90,1
26,110,106,-89,1
27,4,47,90,1
27,51,95,90,1
27,146,142,-89,1
28,4,1,90,1
28,5,41,90,1
28,46,4,90,1
28,50,65,90,1
28,115,6,90,1
28,121,17,90,1
28,138,2,90,1
28,140,136,-89,1
29,4,18,90,1
29,22,2,90,1
29,24,1,90,1
29,25,21,90,1
29,46,1,90,1
29,47,75,90,1
29,122,4,90,1
29,126,1,90,1
29,127,12,90,1
29,139,2,90,1
29,141,119,-89,1
30,22,1,90,1
30,23,2,90,1
30,25,20,90,1
30,45,22,90,1
30,67,1,90,1
30,68,6,90,1
30,74,7,90,1
30,81,47,90,1
30,128,87,-89,1
31,41,25,90,1
31,66,2,90,1
31,68,6,90,1
31,74,1,90,1
31,75,2,90,1
31,77,4,90,1
31,81,1,90,1
31,82,12,90,1
31,94,1,90,1
31,95,33,90,1
31,128,69,-89,1
32,59,1,90,1
32,60,34,90,1
32,94,4,90,1
32,98,1,90,1
32,99,28,90,1
32,127,67,-89,1
33,60,39,90,1
33,99,87,-89,1
34,12,2,90,1
34,14,93,90,1
34,107,2,90,1
34,109,26,90,1
34,135,123,-89,1
35,12,1,90,1
35,13,103,90,1
35,116,19,90,1
35,135,1,90,1
35,136,126,-89,1
36,10,1,90,1
36,11,15,90,1
36,26,1,90,1
36,27,88,90,1
36,115,1,90,1
36,116,19,90,1
36,135,2,90,1
36,137,132,-89,1
37,5,5,90,1
37,10,17,90,1
37,27,90,90,1
37,117,19,90,1
37,136,2,90,1
37,138,110,-89,1
38,28,36,90,1
38,64,9,90,1
38,73,1,90,1
38,74,8,90,1
38,82,11,90,1
38,93,44,90,1
38,137,131,-89,1
39,6,1,90,1
39,7,34,90,1
39,41,33,90,1
39,74,19,90,1
39,93,1,90,1
39,94,73,-89,1
40,21,1,90,1
40,22,2,90,1
40,24,40,90,1
40,64,9,90,1
40,73,1,90,1
40,74,8,90,1
40,82,42,90,1
40,124,122,-89,1
41,2,20,90,1
41,22,1,90,1
41,23,37,90,1
41,60,4,90,1
41,64,1,90,1
41,65,15,90,1
41,80,1,90,1
41,81,23,90,1
41,104,26,90,1
41,130,1,90,1
41,131,13,90,1
41,144,128,-89,1
42,16,34,90,1
42,50,21,90,1
42,71,10,90,1
42,81,7,90,1
42,88,42,90,1
42,130,13,90,1
42,143,1,90,1
42,144,1,90,1
42,145,128,-89,1
43,17,32,90,1
43,49,1,90,1
43,50,58,90,1
43,108,21,90,1
43,129,15,90,1
43,144,101,-89,1
44,43,38,90,1
44,81,33,90,1
44,114,103,-89,1
45,11,60,90,1
45,71,9,90,1
45,80,1,90,1
45,81,8,90,1
45,89,25,90,1
45,114,1,90,1
45,115,21,90,1
45,136,66,-89,1
46,70,1,90,1
46,71,1,90,1
46,72,9,90,1
46,81,1,90,1
46,82,1,90,1
46,83,1,90,1
46,84,5,90,1
46,89,1,90,1
46,90,25,-87,1
47,65,6,90,1
47,71,10,90,1
47,81,8,90,1
47,89,67,-89,1
48,22,1,90,1
48,23,41,90,1
48,64,1,90,1
48,65,6,90,1
48,71,10,90,1
48,81,7,90,1
48,88,1,90,1
48,89,49,90,1
48,138,132,-89,1
49,6,17,90,1
49,23,1,90,1
49,24,30,90,1
49,54,1,90,1
49,55,8,90,1
49,63,1,90,1
49,64,2,90,1
49,66,14,90,1
49,80,1,90,1
49,81,1,90,1
49,82,5,90,1
49,87,3,90,1
49,90,47,90,1
49,137,2,90,1
49,139,116,-89,1
50,23,2,90,1
50,25,30,90,1
50,55,26,90,1
50,81,5,90,1
50,86,1,90,1
50,87,3,90,1
50,90,1,90,1
50,91,89,-89,1
51,2,22,90,1
51,24,61,90,1
51,85,13,90,1
51,98,32,90,1
51,130,1,90,1
51,131,10,90,1
51,141,139,-89,1
52,2,1,90,1
52,3,14,90,1
52,17,95,90,1
52,112,18,90,1
52,130,92,-89,1
53,38,43,90,1
53,81,24,90,1
53,105,7,90,1
53,112,1,90,1
53,113,16,90,1
53,129,116,-89,1
54,13,71,90,1
54,84,20,90,1
54,104,1,90,1
54,105,76,-89,1
55,29,1,90,1
55,30,9,90,1
55,39,28,-87,1
56,11,19,90,1
56,30,9,90,1
56,39,1,90,1
56,40,36,90,1
56,76,10,90,1
56,86,1,90,1
56,87,62,-89,1
57,25,1,90,1
57,26,34,90,1
57,60,1,90,1
57,61,7,90,1
57,68,1,90,1
57,69,1,90,1
57,70,6,90,1
57,76,1,90,1
57,77,9,90,1
57,86,34,90,1
57,120,20,90,1
57,140,117,-89,1
58,23,3,90,1
58,26,35,90,1
58,61,7,90,1
58,68,17,90,1
58,85,34,90,1
58,119,4,90,1
58,123,4,90,1
58,127,12,90,1
58,139,1,90,1
58,140,87,-89,1
59,53,8,90,1
59,61,1,90,1
59,62,24,90,1
59,86,1,90,1
59,87,12,90,1
59,99,19,90,1
59,118,1,90,1
59,119,7,90,1
59,126,1,90,1
59,127,122,-89,1
60,5,2,90,1
60,7,20,90,1
60,27,25,90,1
60,52,1,90,1
60,53,13,90,1
60,66,20,90,1
60,86,2,90,1
60,88,11,90,1
60,99,1,90,1
60,100,15,90,1
60,115,1,90,1
60,116,98,-89,1
61,18,1,90,1
61,19,6,90,1
61,25,2,90,1
61,27,1,90,1
61,28,17,90,1
61,45,1,90,1
61,46,6,90,1
61,52,2,90,1
61,54,13,90,1
61,67,34,90,1
61,101,15,90,1
61,116,97,-89,1
62,19,6,90,1
62,25,1,90,1
62,26,26,90,1
62,52,1,90,1
62,53,13,90,1
62,66,1,90,1
62,67,41,90,1
62,108,12,90,1
62,120,101,-89,1
63,19,27,90,1
63,46,1,90,1
63,47,18,90,1
63,65,2,90,1
63,67,41,90,1
63,108,1,90,1
63,109,23,90,1
63,132,2,90,1
63,134,132,-89,1
64,2,17,90,1
64,19,1,90,1
64,20,20,90,1
64,40,25,90,1
64,65,1,90,1
64,66,43,90,1
64,109,98,-89,1
65,11,28,90,1
65,39,2,90,1
65,41,24,90,1
65,65,9,90,1
65,74,1,90,1
65,75,4,90,1
65,79,1,90,1
65,80,30,90,1
65,110,1,90,1
65,111,12,90,1
65,123,113,-89,1
66,10,1,90,1
66,11,21,90,1
66,32,7,90,1
66,39,1,90,1
66,40,35,90,1
66,75,4,90,1
66,79,31,90,1
66,110,33,-88,1
67,77,1,90,1
67,78,11,90,1
67,89,2,90,1
67,91,10,90,1
67,101,42,90,1
67,143,1,90,1
67,144,131,-89,1
68,13,1,90,1
68,14,12,90,1
68,26,1,90,1
68,27,6,90,1
68,33,26,90,1
68,59,19,90,1
68,78,22,90,1
68,100,1,90,1
68,101,38,90,1
68,139,1,90,1
68,140,4,90,1
68,144,131,-89,1
69,13,14,90,1
69,27,6,90,1
69,33,1,90,1
69,34,24,90,1
69,58,2,90,1
69,60,6,90,1
69,66,50,90,1
69,116,24,90,1
69,140,133,-89,1
70,7,21,90,1
70,28,22,90,1
70,50,1,90,1
70,51,7,90,1
70,58,1,90,1
70,59,57,90,1
70,116,1,90,1
70,117,13,90,1
70,130,13,90,1
70,143,137,-89,1
71,6,1,90,1
71,7,1,90,1
71,8,20,90,1
71,28,1,90,1
71,29,22,90,1
71,51,63,90,1
71,114,1,90,1
71,115,33,90,1
71,148,141,-89,1
72,7,35,90,1
72,42,1,90,1
72,43,8,90,1
72,51,27,90,1
72,78,37,90,1
72,115,21,90,1
72,136,9,90,1
72,145,1,90,1
72,146,1,90,1
72,147,104,-89,1
73,43,92,90,1
73,135,1,90,1
73,136,9,90,1
73,145,131,-89,1
74,14,24,90,1
74,38,64,90,1
74,102,100,-89,1
75,2,11,90,1
75,13,1,90,1
75,14,31,90,1
75,45,58,90,1
75,103,1,90,1
75,104,14,90,1
75,118,15,90,1
75,133,131,-89,1
76,2,1,90,1
76,3,29,90,1
76,32,1,90,1
76,33,7,90,1
76,40,51,90,1
76,91,12,90,1
76,103,6,90,1
76,109,93,-89,1
77,16,17,90,1
77,33,7,90,1
77,40,1,90,1
77,41,38,90,1
77,79,1,90,1
77,80,10,90,1
77,90,1,90,1
77,91,18,90,1
77,109,1,90,1
77,110,15,90,1
77,125,14,90,1
77,139,123,-89,1
78,16,1,90,1
78,17,16,90,1
78,33,29,90,1
78,62,7,90,1
78,69,11,90,1
78,80,44,90,1
78,124,1,90,1
78,125,13,90,1
78,138,1,90,1
78,139,132,-89,1
79,7,1,90,1
79,8,25,90,1
79,33,1,90,1
79,34,34,90,1
79,68,1,90,1
79,69,61,-89,1
80,8,47,90,1
80,55,14,90,1
80,69,11,90,1
80,80,27,90,1
80,107,15,90,1
80,122,13,90,1
80,135,1,90,1
80,136,127,-89,1
81,9,16,90,1
81,25,30,90,1
81,55,1,90,1
81,56,79,90,1
81,135,126,-89,1
82,9,1,90,1
82,10,33,90,1
82,43,5,90,1
82,48,16,90,1
82,64,77,90,1
82,141,137,-89,1
83,4,15,90,1
83,19,23,90,1
83,42,1,90,1
83,43,6,90,1
83,49,86,90,1
83,135,5,90,1
83,140,1,90,1
83,141,138,-89,1
84,3,1,90,1
84,4,39,90,1
84,43,92,90,1
84,135,6,90,1
84,141,137,-89,1
85,4,1,90,1
85,5,32,90,1
85,37,7,90,1
85,44,41,90,1
85,85,26,90,1
85,111,24,90,1
85,135,131,-89,1
86,4,11,90,1
86,15,7,90,1
86,22,13,90,1
86,35,1,90,1
86,36,49,90,1
86,85,1,90,1
86,86,29,90,1
86,115,86,-89,1
87,29,5,90,1
87,34,2,90,1
87,36,3,90,1
87,39,23,90,1
87,62,1,90,1
87,63,22,90,1
87,85,28,90,1
87,113,1,90,1
87,114,1,90,1
87,115,86,-89,1
88,29,1,90,1
88,30,28,90,1
88,58,1,90,1
88,59,6,90,1
88,65,48,90,1
88,113,95,-89,1
89,18,11,90,1
89,29,26,90,1
89,55,1,90,1
89,56,3,90,1
89,59,6,90,1
89,65,1,90,1
89,66,1,90,1
89,67,7,90,1
89,74,1,90,1
89,75,73,-89,1
90,2,8,90,1
90,10,18,90,1
90,28,1,90,1
90,29,24,90,1
90,53,3,90,1
90,56,3,90,1
90,59,15,90,1
90,74,9,90,1
90,83,54,-88,1
91,29,28,90,1
91,57,2,90,1
91,59,1,90,1
91,60,12,90,1
91,72,60,-89,1
92,12,1,90,1
92,13,16,90,1
92,29,1,90,1
92,30,27,90,1
92,57,1,90,1
92,58,14,90,1
92,72,1,90,1
92,73,31,90,1
92,104,1,90,1
92,105,10,90,1
92,115,1,90,1
92,116,22,90,1
92,138,2,90,1
92,140,128,-89,1
93,12,11,90,1
93,23,1,90,1
93,24,5,90,1
93,29,20,90,1
93,49,23,90,1
93,72,32,90,1
93,104,34,90,1
93,138,1,90,1
93,139,114,-89,1
94,25,7,90,1
94,32,1,90,1
94,33,17,90,1
94,50,37,90,1
94,87,1,90,1
94,88,1,90,1
94,89,1,90,1
94,90,65,-89,1
95,25,1,90,1
95,26,6,90,1
95,32,10,90,1
95,42,8,90,1
95,50,17,90,1
95,67,1,90,1
95,68,22,90,1
95,90,26,90,1
95,116,110,-89,1
96,6,62,90,1
96,68,62,-89,1
97,6,1,90,1
97,7,37,90,1
97,44,1,90,1
97,45,20,90,1
97,65,46,-88,1
98,19,57,90,1
98,76,1,90,1
98,77,58,-89,1
99,19,1,90,1
99,20,17,90,1
99,37,40,90,1
99,77,74,-89,1
100,3,1,90,1
100,4,15,90,1
100,19,17,90,1
100,36,2,90,1
100,38,83,90,1
100,121,4,90,1
100,125,11,90,1
100,136,132,-89,1
101,4,33,90,1
101,37,52,90,1
101,89,18,90,1
101,107,1,90,1
101,108,22,-87,1
102,86,17,90,1
102,103,1,90,1
102,104,3,90,1
102,107,2,90,1
102,109,14,90,1
102,123,51,-88,1
103,72,13,90,1
103,85,1,90,1
103,86,1,90,1
103,87,16,90,1
103,103,3,90,1
103,106,2,90,1
103,108,2,90,1
103,110,1,90,1
103,111,25,-87,1
104,86,21,90,1
104,107,4,90,1
104,111,109,-89,1
105,2,105,90,1
105,107,105,-89,1
106,2,10,90,1
106,12,89,90,1
106,101,6,90,1
106,107,1,90,1
106,108,14,90,1
106,122,110,-89,1
107,12,1,90,1
107,13,3,90,1
107,16,85,90,1
107,101,1,90,1
107,102,3,90,1
107,105,1,90,1
107,106,16,90,1
107,122,1,90,1
107,123,108,-89,1
108,15,1,90,1
108,16,50,90,1
108,66,40,90,1
108,106,31,90,1
108,137,120,-89,1
109,17,40,90,1
109,57,4,90,1
109,61,20,90,1
109,81,6,90,1
109,87,33,90,1
109,120,16,90,1
109,136,97,-89,1
110,39,1,90,1
110,40,16,90,1
110,56,1,90,1
110,57,4,90,1
110,61,1,90,1
110,62,18,90,1
110,80,1,90,1
110,81,5,90,1
110,86,2,90,1
110,88,29,90,1
110,117,77,-89,1
111,40,17,90,1
111,57,1,90,1
111,58,1,90,1
111,59,1,90,1
111,60,22,90,1
111,82,1,90,1
111,83,16,90,1
111,99,88,-89,1
112,11,28,90,1
112,39,1,90,1
112,40,20,90,1
112,60,16,90,1
112,76,6,90,1
112,82,17,90,1
112,99,1,90,1
112,100,89,-89,1
113,11,1,90,1
113,12,1,90,1
113,13,27,90,1
113,40,9,90,1
113,49,27,90,1
113,76,1,90,1
113,77,64,-89,1
114,13,62,90,1
114,75,1,90,1
114,76,52,90,1
114,128,1,90,1
114,129,103,-89,1
115,26,25,90,1
115,51,1,90,1
115,52,26,90,1
115,78,1,90,1
115,79,50,90,1
115,129,78,-89,1
116,51,22,90,1
116,73,6,90,1
116,79,17,90,1
116,96,34,90,1
116,130,15,90,1
116,145,83,-89,1
117,62,6,90,1
117,68,1,90,1
117,69,26,90,1
117,95,35,90,1
117,130,1,90,1
117,131,14,90,1
117,145,83,-89,1
118,62,1,90,1
118,63,6,90,1
118,69,56,90,1
118,125,5,90,1
118,130,11,90,1
118,141,79,-89,1
119,62,62,90,1
119,124,1,90,1
119,125,15,90,1
119,140,1,90,1
119,141,111,-89,1
120,30,59,90,1
120,89,1,90,1
120,90,1,90,1
120,91,31,-88,1
121,60,29,90,1
121,89,2,90,1
121,91,36,90,1
121,127,18,90,1
121,145,86,-89,1
122,59,1,90,1
122,60,61,90,1
122,121,23,90,1
122,144,1,90,1
122,145,85,-89,1
123,60,20,-87,1
124,40,42,90,1
124,82,79,-89,1
125,3,78,90,1
125,81,1,90,1
125,82,42,90,1
125,124,50,-88,1
126,74,1,-45,1
127,73,1,90,1
127,74,41,88,1
128,115,1,90,1
128,116,87,-88,1
130,29,30,84,1
133,59,1,90,1
133,60,4,90,1
133,64,4,-75,1
134,60,75,82,1
144,135,2,90,1
144,137,2,-63,1
145,135,1,90,1
145,136,65,-89,1
146,71,1,90,1
146,72,59,-89,1
2,4,24,90,3
2,28,27,90,3
2,55,12,90,3
2,67,4,90,3
2,71,1,90,3
2,72,10,90,3
2,82,1,90,3
2,83,79,-89,3
3,4,1,90,3
3,5,13,90,3
3,18,9,90,3
3,27,1,90,3
3,28,1,90,3
3,29,1,90,3
3,30,4,90,3
3,34,1,90,3
3,35,20,90,3
3,55,1,90,3
3,56,11,90,3
3,67,5,90,3
3,72,7,90,3
3,79,2,90,3
3,81,2,90,3
3,83,9,90,3
3,92,14,90,3
3,106,1,90,3
3,107,7,90,3
3,114,110,-89,3
4,4,24,90,3
4,28,2,90,3
4,30,4,90,3
4,34,2,90,3
4,36,2,90,3
4,38,1,90,3
4,39,1,90,3
4,40,26,90,3
4,66,1,90,3
4,67,15,90,3
4,82,1,90,3
4,83,23,90,3
4,106,7,90,3
4,113,1,90,3
4,114,9,90,3
4,123,12,90,3
4,135,121,-89,3
5,14,21,90,3
5,35,3,90,3
5,38,2,90,3
5,40,12,90,3
5,52,1,90,3
5,53,36,90,3
5,89,1,90,3
5,90,14,90,3
5,104,1,90,3
5,105,8,90,3
5,113,2,90,3
5,115,25,90,3
5,140,1,90,3
5,141,88,-89,3
6,53,37,90,3
6,90,15,90,3
6,105,9,90,3
6,114,1,90,3
6,115,24,90,3
6,139,1,90,3
6,140,25,-87,3
7,115,25,90,3
7,140,1,90,3
7,141,40,-88,3
8,101,30,90,3
8,131,8,90,3
8,139,132,-88,3
12,7,1,0,3
13,7,1,90,3
13,8,45,90,3
13,53,1,90,3
13,54,93,90,3
13,147,94,-89,3
14,53,93,90,3
14,146,1,90,3
14,147,95,-89,3
15,52,93,90,3
15,145,2,90,3
15,147,98,-89,3
16,49,3,90,3
16,52,1,90,3
16,53,93,90,3
16,146,2,90,3
16,148,136,-89,3
17,12,1,90,3
17,13,2,90,3
17,15,33,90,3
17,48,1,90,3
17,49,5,90,3
17,54,93,90,3
17,147,1,90,3
17,148,135,-89,3
18,13,1,90,3
18,14,131,90,3
18,145,1,90,3
18,146,133,-89,3
19,13,19,90,3
19,32,23,90,3
19,55,90,90,3
19,145,114,-89,3
20,31,1,90,3
20,32,21,90,3
20,53,1,90,3
20,54,3,90,3
20,57,25,-87,3
21,32,22,90,3
21,54,1,90,3
21,55,59,90,3
21,114,33,90,3
21,147,118,-89,3
22,29,24,90,3
22,53,1,90,3
22,54,71,90,3
